script_text,prompt_img_nano,prompt_video_veo3
今日のおはなしは、ふらつく前にあった小さな変化の話です。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '今日のおはなしは、ふらつく前にあった小さな変化の話です。'. A small kamishibai theater card opens to a quiet Japanese spring morning outside an older wooden house. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Slow atmospheric pan across the quiet kamishibai card. The paper-theater scene remains still and composed. Paper grain, soft light, and faint curtain movement create gentle breathing motion. The mood remains calm, warm, and reassuring. (Silent video, no audio). No fast pans, no sudden changes, no character action, no dialogue."
大きな事故の場面ではなく、静かな朝の小さな気づきから始まります。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '大きな事故の場面ではなく、静かな朝の小さな気づきから始まります。'. A small kamishibai theater card opens to a quiet Japanese spring morning outside an older wooden house. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Slow atmospheric pan across the quiet kamishibai card. The paper-theater scene remains still and composed. Paper grain, soft light, and faint curtain movement create gentle breathing motion. The mood remains calm, warm, and reassuring. (Silent video, no audio). No fast pans, no sudden changes, no character action, no dialogue."
主人公は七十二歳の美智子さんです。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '主人公は七十二歳の美智子さんです。'. A small kamishibai theater card opens to a quiet Japanese spring morning outside an older wooden house. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Slow atmospheric pan across the quiet kamishibai card. The paper-theater scene remains still and composed. Paper grain, soft light, and faint curtain movement create gentle breathing motion. The mood remains calm, warm, and reassuring. (Silent video, no audio). No fast pans, no sudden changes, no character action, no dialogue."
ひとり暮らしですが、近くに娘さん夫婦が住んでいます。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'ひとり暮らしですが、近くに娘さん夫婦が住んでいます。'. A small kamishibai theater card opens to a quiet Japanese spring morning outside an older wooden house. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Slow atmospheric pan across the quiet kamishibai card. The paper-theater scene remains still and composed. Paper grain, soft light, and faint curtain movement create gentle breathing motion. The mood remains calm, warm, and reassuring. (Silent video, no audio). No fast pans, no sudden changes, no character action, no dialogue."
美智子さんは、毎朝決まった時間に起き、台所でお湯を沸かすのが日課でした。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '美智子さんは、毎朝決まった時間に起き、台所でお湯を沸かすのが日課でした。'. A small kamishibai theater card opens to a quiet Japanese spring morning outside an older wooden house. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Slow atmospheric pan across the quiet kamishibai card. The paper-theater scene remains still and composed. Paper grain, soft light, and faint curtain movement create gentle breathing motion. The mood remains calm, warm, and reassuring. (Silent video, no audio). No fast pans, no sudden changes, no character action, no dialogue."
その日も、春の終わりの、よく晴れた朝でした。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'その日も、春の終わりの、よく晴れた朝でした。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
障子の向こうから、やわらかい光が畳に落ちていました。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '障子の向こうから、やわらかい光が畳に落ちていました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
美智子さんは布団の中で目を覚まし、いつものように起き上がろうとしました。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '美智子さんは布団の中で目を覚まし、いつものように起き上がろうとしました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
昔なら、すぐに立って台所へ向かっていたところです。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '昔なら、すぐに立って台所へ向かっていたところです。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
けれどその朝は、体がまだ眠っているように感じました。,"kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'けれどその朝は、体がまだ眠っているように感じました。'. Michiko, a 72-year-old Japanese woman with short gray hair, soft wrinkles, modest cardigan and long skirt, moves slowly from futon to hallway and gently places one hand near a wooden pillar. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG.","Gentle observing static shot with a very subtle parallax drift. The elderly woman makes slow, deliberate micro-movements; hands and posture adjust naturally without instability or falling. Dust motes drift softly in warm light; fabric edges move barely. The mood remains calm, warm, and reassuring. (Silent video, no audio). No sudden movements, no dialogue, no vocalization, no mouth movement, no lip sync, no falling."
