script_text,prompt_img_nano,prompt_video_veo3
みなさん、今日はひとつ、おはなしをさせてください。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A warm elderly Japanese woman narrator (silver-gray hair in a soft bun, gentle wrinkles around eyes and mouth, relaxed mature posture) sits at a low table in a simple tatami room, hands resting gently, calm inviting expression as if about to begin a story. Soft morning light, muted warm earth tones, warm cream paper base, kamishibai stage-like border framing. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime rendering, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
はるこさんという方のお話です。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman narrator (silver-gray hair, gentle wrinkles, weathered hands) in the same tatami room, gesturing gently with one hand as if introducing someone, warm storytelling expression. Same soft morning light, same muted earth-tone palette, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
はるこさんは68歳。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A visibly elderly Japanese woman (age 68, silver-gray hair tied back loosely, gentle wrinkles around eyes, slightly weathered face, comfortable house clothes) stands in a small Japanese apartment doorway, calm and composed. Simple Japanese interior details — shoe shelf, indoor slippers. Warm ochre and soft green tones, cream paper texture, kamishibai frame border. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, speech pose.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
ひとり暮らしで、毎日をていねいに過ごしている方です。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, relaxed posture, comfortable casual Japanese clothes) carefully tending a small flower bed in a modest Japanese garden, kneeling with weathered hands touching soil. Small potted plants, garden tools, low hedge. Gentle morning light, muted warm colors, cream paper grain visible, kamishibai frame. No readable text. Avoid photorealism, glossy CG, digital anime, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
お庭の小さな花壇の世話をしたり、近所のスーパーまで歩いて買い物に行ったり。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, mature gait) walking along a quiet Japanese neighborhood street toward a small local supermarket, carrying a reusable shopping bag. Japanese residential architecture, small shops, utility poles. Warm afternoon light, muted earth tones, soft ochre, visible paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, Western architecture.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
そんな穏やかな暮らしを続けていました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A quiet Japanese apartment interior — low table with a teacup, folded cloth, a small vase with a single flower, afternoon light filtering through shoji screens. Peaceful, lived-in domestic atmosphere suggesting a calm daily routine. Muted warm tones, soft ochre and gentle greens, cream paper base, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, cluttered composition.","Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
ある朝のこと。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Early morning Japanese bedroom — a futon laid out on tatami, shoji screens with the faintest hint of dawn light filtering through. Still, quiet atmosphere before waking. Muted indigo and soft dawn colors, warm cream paper texture, kamishibai frame border. No readable text. Avoid photorealism, digital anime, glossy CG, bright colors.","Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
はるこさんがいつものように目を覚ましました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair spread on pillow, gentle wrinkles visible, weathered hands on futon edge) just opening her eyes in a futon on tatami. Soft dawn light through shoji. Calm, sleepy expression. Muted warm tones, faded indigo, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
障子の向こうから、うっすらと朝の光が差し込んでいます。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Close-up of shoji screens in a Japanese bedroom — soft early-morning light filtering through the paper panels, casting gentle geometric shadows on tatami. Quiet, contemplative atmosphere. Muted warm dawn tones, soft ochre light, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG.","Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
ゆっくり体を起こそうとしたときのことです。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, mature posture) beginning to push herself up from the futon with both hands, halfway between lying and sitting. Tatami floor, futon, shoji with morning light. Expression of slow, careful effort. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, dramatic action.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
ほんの一瞬、部屋がふわっと揺れたように感じました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) sitting up in futon, one hand pressed to the edge of the futon for stability, eyes slightly unfocused, the room around her painted with a very subtle tilt or soft wavering at the edges to suggest a brief spell of dizziness. Tatami, shoji, morning light. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, exaggerated drama.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
天井が少しだけ傾いたような、不思議な感覚です。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Subtle visual metaphor: a Japanese bedroom ceiling with a very slight tilt in the painted perspective lines, as if the room tilted just a fraction. Soft, dreamlike quality. Minimal furnishing — just the ceiling, a hanging lamp cord, edge of a shelf. Muted warm tones, faded indigo, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, heavy distortion.","Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
すぐに収まりましたが、はるこさんは布団の端に手をついて、しばらくじっとしていました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, gentle wrinkles, weathered hands) sitting still on the futon edge, one hand braced against the futon corner, eyes closed, waiting patiently for the feeling to pass. Tatami floor, shoji with morning light, calm stillness. Muted warm tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, dramatic posing.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
ああ、またか。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, resigned but calm expression) still seated on the futon, looking down at her hands with a quiet sigh, accepting the familiar feeling. Same tatami room, same morning light. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
そう思いながら、静かに朝を始めたそうです。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, mature composure) slowly folding the futon cover with careful movements, beginning her morning routine with quiet resolve. Same tatami room, soft morning light now slightly brighter through shoji. Muted warm tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
みなさんは、朝、こんなふうに感じたことはありませんか。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman narrator (silver-gray hair, wrinkles, warm eyes) facing slightly toward the viewer with a gentle, knowing expression, one hand resting on her chest as if sharing a relatable feeling. Simple warm background, kamishibai frame border. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
起き上がったとき、ほんの数秒だけ、足元がゆらっとする。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. An elderly Japanese person (silver-gray hair, wrinkles, indoor pajama-like clothes) just risen to sitting on a futon edge, feet finding floor slippers, a brief unsteady moment visible in the slight forward lean and hand reaching for a nearby wall. Japanese bedroom, morning light. Muted warm tones, cream paper, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, dramatic fall imagery.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
すぐに収まるけれど、なんとなく心に残る。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese person (silver-gray hair, wrinkles) standing now, one hand lightly touching the wall, looking steady again, faint relief in expression. Same Japanese bedroom, same morning light slightly brighter. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
そんな経験をお持ちの方も、いらっしゃるのではないでしょうか。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman narrator (silver-gray hair, wrinkles, gentle expression) with a soft, empathetic nod, as if acknowledging something familiar the viewer might also feel. Warm simple background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
はるこさんの場合は、ぐるぐる回るようなめまいではありませんでした。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman Haruko (silver-gray hair, wrinkles, calm but uncertain expression) standing in her Japanese home, one hand lightly on a door frame, not spinning but with a subtle sense of imbalance — feet planted but body slightly listing. Japanese domestic interior. Muted warm tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, spinning/vertigo exaggeration.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
足元がすこしだけ頼りない、床がほんの少しやわらかくなったような感じです。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, weathered hands) standing barefoot on tatami, looking down at her feet with a slightly puzzled expression, the floor subtly rendered as slightly soft or yielding. Japanese room, morning light. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
朝、カーテンを開けようと立ち上がったとき、そっと壁に手をつきました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) reaching up to open a curtain in a Japanese room, one hand steadying herself against the wall. Morning light about to flood in. Calm, careful movement. Muted warm tones, morning light glow, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
数秒で収まります。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) standing calmly, hands now relaxed at sides, the unsteady moment clearly passed. Bright morning light from the now-open curtain. Quiet relief. Japanese room. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
でも、最近はこういうことが週に一度か二度、あるそうです。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. A simple Japanese wall calendar with marks or a small notepad on a low shelf, suggesting recurring weekly events — a visual shorthand for 'once or twice a week.' Domestic Japanese interior, warm morning light. Muted warm tones, soft ochre, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, infographic clutter.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
はるこさんは考えました。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, thoughtful expression) sitting at a low table in her Japanese apartment, chin resting on one hand, gazing out through a window, contemplating. Quiet domestic scene, a teacup nearby. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
病院に行くほどではない気がする。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) looking toward a telephone or small clinic card on a shelf, but not reaching for it — hesitant, unsure expression. Japanese apartment interior, warm afternoon light. Muted tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift, hospital imagery.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
でも、すこし気になる。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) sitting alone, lips slightly pursed in mild concern, one hand resting on the table. The scene conveys a quiet worry without alarm. Japanese apartment, warm light. Muted tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
誰かに聞いてみたいけれど、なんと言えばいいのかわからない。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles) looking down at her hands folded on the low table, a quiet sense of not quite knowing what to say. Warm ambient light, Japanese apartment. Muted tones, cream paper texture, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
そんなふうに感じていたようです。,"Generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese woman (silver-gray hair, wrinkles, mild resignation) gazing quietly out the window, the scene fading gently into soft ambient light. Japanese domestic interior. Muted warm tones, cream paper grain, kamishibai frame. No readable text. Avoid photorealism, digital anime, glossy CG, youth drift.","Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
こういう方は、実は少なくありません。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, reassuring warm expression) with a gentle open-palm gesture, conveying 'this is actually quite common.' Warm simple background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
朝のふらつきを感じていても、「年のせいだから」と、そのままにしている方も多いのではないでしょうか。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles, understanding eyes) with a gentle knowing nod, as if saying 'many people put it aside as just aging.' Warm backdrop, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
では、どうして朝の動き始めに、ふらっとしやすいのでしょうか。,"Using the provided reference image(s), generate a kamishibai paper theater illustration in hand-painted gouache and watercolor on textured paper. Same elderly Japanese narrator (silver-gray hair, wrinkles) with a gently curious expression and one hand raised slightly as if posing a soft question. Warm background, kamishibai frame. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid digital anime, glossy CG, photorealism, speech pose, lip sync.","Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
